homelat,homelon,homecontinent,n
-17.6797,149.4068,Europe,0
16.25,-61.5833,Europe,0
-12.8275,45.1662,Europe,0
-20.9043,165.618,Europe,0
-21.1351,55.2471,Europe,1
17.9,-62.8333,Europe,1
18.0708,-63.0501,Europe,2
14.6415,-61.0242,Europe,3
46.2276,2.2137,Europe,2281
-0.8037,11.6094,Europe,0
13.4432,-15.3101,Europe,0
42.3154,43.3569,Europe,24
51.0,9.0,Europe,2078
7.9465,-1.0232,Europe,0
39.0742,21.8243,Europe,99
15.7835,-90.2308,Europe,0
9.9456,-9.6966,Europe,0
5.0,-58.75,Europe,1
18.9712,-72.2852,Europe,0
41.9029,12.4534,Europe,1
15.2,-86.2419,Europe,2
47.1625,19.5033,Europe,13
64.9631,-19.0208,Europe,103
21.0,78.0,Europe,73
-0.7893,113.9213,Europe,34
32.0,53.0,Europe,10075
33.0,44.0,Europe,71
53.1424,-7.6921,Europe,43
31.0,35.0,Europe,100
43.0,12.0,Europe,12462
18.1096,-77.2975,Europe,2
36.0,138.0,Europe,639
31.24,36.51,Europe,1
48.0196,66.9237,Europe,0
-0.0236,37.9062,Europe,0
36.0,128.0,Europe,7869
29.5,47.75,Europe,80
41.2044,74.7661,Europe,0
56.8796,24.6032,Europe,10
33.8547,35.8623,Europe,61
6.4281,-9.4295,Europe,0
47.14,9.55,Europe,1
55.1694,23.8813,Europe,3
49.8153,6.1296,Europe,19
-18.7669,46.8691,Europe,0
2.5,112.5,Europe,149
3.2028,73.2207,Europe,8
35.9375,14.3754,Europe,6
21.0079,10.9408,Europe,0
-20.2,57.5,Europe,0
23.6345,-102.5528,Europe,12
47.4116,28.3699,Europe,3
43.7333,7.4167,Europe,2
46.8625,103.8467,Europe,1
42.5,19.3,Europe,0
31.7917,-7.0926,Europe,6
-22.9576,18.4904,Europe,0
28.1667,84.25,Europe,1
12.5186,-70.0358,Europe,0
12.1696,-68.99,Europe,0
18.0425,-63.0548,Europe,0
52.1326,5.2913,Europe,503
-40.9006,174.886,Europe,5
12.8654,-85.2072,Europe,0
17.6078,8.0817,Europe,0
9.082,8.6753,Europe,2
41.6086,21.7453,Europe,7
60.472,8.4689,Europe,702
21.0,57.0,Europe,18
30.3753,69.3451,Europe,20
8.538,-80.7821,Europe,11
-6.315,143.9555,Europe,0
-23.4425,-58.4438,Europe,5
-9.19,-75.0152,Europe,15
13.0,122.0,Europe,52
51.9194,19.1451,Europe,49
39.3999,-8.2245,Europe,59
25.3548,51.1839,Europe,262
45.9432,24.9668,Europe,49
60.0,90.0,Europe,28
-1.9403,29.8739,Europe,0
13.9094,-60.9789,Europe,0
12.9843,-61.2872,Europe,0
43.9424,12.4578,Europe,69
24.0,45.0,Europe,45
14.4974,-14.4524,Europe,4
44.0165,21.0059,Europe,19
-4.6796,55.492,Europe,0
1.2833,103.8333,Europe,178
48.669,19.699,Europe,16
46.1512,14.9955,Europe,89
5.1521,46.1996,Europe,0
-30.5595,22.9375,Europe,17
40.0,-4.0,Europe,2277
7.0,81.0,Europe,2
12.8628,30.2176,Europe,0
3.9193,-56.0278,Europe,0
63.0,16.0,Europe,599
46.8182,8.2275,Europe,652
23.7,121.0,Europe,49
-6.369,34.8888,Europe,0
15.0,101.0,Europe,70
8.6195,0.8248,Europe,1
10.6918,-61.2225,Europe,0
34.0,9.0,Europe,7
38.9637,35.2433,Europe,1
1.0,32.0,Europe,0
48.3794,31.1656,Europe,1
24.0,54.0,Europe,85
32.3078,-64.7505,Europe,0
19.3133,-81.2546,Europe,0
49.3723,-2.3644,Europe,2
36.1408,-5.3536,Europe,1
54.2361,-4.5481,Europe,0
16.7425,-62.1874,Europe,0
55.3781,-3.4360000000000004,Europe,456
-32.5228,-55.7658,Europe,0
37.0902,-95.7129,Europe,1663
41.3775,64.5853,Europe,0
6.4238,-66.5897,Europe,0
16.0,108.0,Europe,39
-15.4167,28.2833,Europe,0
-20.0,30.0,Europe,0
0.0,0.0,Europe,0
15.415,-61.371,Europe,0
12.1165,-61.678999999999995,Europe,0
-18.665695,35.529562,Europe,0
34.802075,38.996815000000005,Europe,0
-8.874217,125.727539,Europe,0
13.1939,-59.5432,Europe,0
0.0,0.0,Europe,0
19.856270000000002,102.495496,Europe,0
26.3351,17.228331,Europe,0
31.9522,35.2332,Europe,30
11.8037,-15.1804,Europe,0
17.570692,-3.9961660000000006,Europe,0
17.357822,-62.782998,Europe,0
64.8255,-124.8457,Europe,0
64.2823,-135.0,Europe,0
42.602636,20.902977,Europe,0
21.9162,95.956,Europe,0
18.2206,-63.0686,Europe,0
18.4207,-64.64,Europe,0
21.694000000000003,-71.7979,Europe,0
0.0,0.0,Europe,0
-22.3285,24.6849,Europe,0
-3.3731,29.9189,Europe,0
8.460555000000001,-11.779889,Europe,0
12.1784,-68.2385,Europe,0
-13.254307999999998,34.301525,Europe,0
-51.7963,-59.5236,Europe,0
46.8852,-56.3159,Europe,0
6.877000000000001,31.307,Europe,0
24.2155,-12.8858,Europe,0
0.18636,6.613081,Europe,0
15.552726999999999,48.516388,Europe,0
